../instances/kp_100_1.in,-1,,1.247e-06,41752,41700,1.06e-05,,41700,0.0680558,,
../instances/kp_100_2.in,-1,,1.92874e-06,38441,38367,3e-06,,38400,0.0574228,,
../instances/kp_1000_1.in,-1,,1.41185e-07,396700,396644,5.6e-06,,396688,0.294362,,
../instances/kp_1000_2.in,-1,,1.2257e-08,407935,407930,5.5e-06,,407933,0.311136,,
../instances/kp_10000_1.in,-1,,2.44341e-10,4092641,4092640,3.57e-05,,4092641,0.298802,,
../instances/kp_10000_1_0.1.in,-1,,1.38818e-08,1296681,1296663,2.44e-05,,1296678,0.108688,,
../instances/kp_10000_1_0.01.in,-1,,5.99219e-08,417235,417210,2.11e-05,,417231,0.031955,,
../instances/kp_10000_1_0.02.in,-1,,7.00863e-08,585034,584993,2.25e-05,,585031,0.0484645,,
../instances/kp_10000_1_0.03.in,-1,,4.61691e-08,714797,714764,2.2e-05,,714788,0.0611195,,
../instances/kp_10000_1_0.04.in,-1,,3.52285e-08,823225,823196,2.29e-05,,823225,0.0681703,,
../instances/kp_10000_1_0.05.in,-1,,4.02553e-08,919171,919134,2.24e-05,,919169,0.069107,,
../instances/kp_10000_2.in,-1,,4.89503e-09,4085793,4085773,3.38e-05,,4085792,0.290748,,
../instances/kp_100000_1.in,-1,,2.45781e-11,40686622,40686621,0.0003072,,40686622,0.243715,,
../instances/kp_100000_2.in,-1,,1.23327e-10,40542543,40542538,0.0003098,,40542543,0.232684,,
../instances/kp_1000_1.in,100,,4.06868e-06,43680,43503,2e-06,,43649,0.0045754,,
../instances/kp_1000_2.in,100,,3.92696e-07,50950,50930,1.9e-06,,50930,0.00606,,
../instances/kp_10000_1.in,100,,4.6373e-07,45306,45285,2e-06,,45285,0.0004657,,
../instances/kp_10000_1_0.1.in,100,,1.10734e-05,12509,12372,1.9e-06,,12500,5.89e-05,,
../instances/kp_10000_1_0.01.in,100,,0,1771,1771,1.8e-06,,1771,1.79e-05,,
../instances/kp_10000_1_0.02.in,100,,0,4057,4057,1.8e-06,,4057,1.95e-05,,
../instances/kp_10000_1_0.03.in,100,,0,5534,5534,1.8e-06,,5534,2.33e-05,,
../instances/kp_10000_1_0.04.in,100,,8.72854e-07,6880,6874,1.8e-06,,6874,2.77e-05,,
../instances/kp_10000_1_0.05.in,100,,1.04961e-05,8087,8003,1.8e-06,,8003,3.26e-05,,
../instances/kp_10000_2.in,100,,2.86112e-06,49773,49631,1.9e-06,,49738,0.0007684,,
../instances/kp_100000_1.in,100,,0,45608,45608,2.8e-06,,45608,0.0001341,,
../instances/kp_100000_2.in,100,,4.3929e-08,45530,45528,2.7e-06,,45528,0.0001575,,
../instances/kp_10000_1.in,1000,,3.1839e-08,471135,471120,5e-06,,471126,0.0302059,,
../instances/kp_10000_1_0.1.in,1000,,7.30858e-08,150519,150508,4e-06,,150509,0.0067909,,
../instances/kp_10000_1_0.01.in,1000,,2.62439e-06,46609,46487,3.6e-06,,46562,0.0008218,,
../instances/kp_10000_1_0.02.in,1000,,4.99486e-07,68104,68070,3.6e-06,,68101,0.0018616,,
../instances/kp_10000_1_0.03.in,1000,,0,83874,83874,3.7e-06,,83874,0.0025178,,
../instances/kp_10000_1_0.04.in,1000,,0,96750,96750,3.7e-06,,96750,0.0032019,,
../instances/kp_10000_1_0.05.in,1000,,3.70587e-07,107977,107937,3.6e-06,,107976,0.0036577,,
../instances/kp_10000_2.in,1000,,1.4749e-08,474616,474609,4.9e-06,,474612,0.0373092,,
../instances/kp_100000_1.in,1000,,6.39487e-09,469129,469126,5.6e-06,,469128,0.0036825,,
../instances/kp_100000_2.in,1000,,1.25622e-08,477630,477624,5e-06,,477628,0.0041411,,
../instances/kp_100000_1.in,10000,,3.84015e-09,4687329,4687311,3.43e-05,,4687329,0.0272592,,
../instances/kp_100000_2.in,10000,,1.70642e-09,4688174,4688166,3.59e-05,,4688174,0.0286017,,
